site,date,treat,plant,leafnum,vol.ml,notes,wyeo.1mm,wyeo.2mm,wyeo.4mm,wyeo.6mm,wyeo.pup,met.05mm,met.1mm,met.2mm,met.3mm,met.5mm,flet.4mm,flet.8mm,flet.10mm,flet.12mm,flet.14mm,sarraceniopus,hab.per05ml,protists,headcaps,,,
Molly,20000725,1,8,1,9.8,,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,1,0,0,11,,,
Molly,20000725,1,9,1,3.4,,0,0,4,1,0,0,1,1,1,0,0,0,0,0,0,6,2,0,5,,,
Molly,20000725,1,10,1,9,,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,2,3,0,7,,,
Molly,20000725,1,11,1,18.8,,0,0,1,1,0,0,0,0,5,0,0,1,0,0,0,1,2,0,14,,,
Molly,20000725,1,12,1,6.8,,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,3,12,0,8,,,
Molly,20000725,1,13,1,6.7,,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,0,7,,,
Molly,20000725,1,14,1,10,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,14,0,3,,,
Molly,20000725,1,15,1,2.6,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,7,0,0,,,
Molly,20000725,1,16,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,23,0,1,,,
Molly,20000725,1,17,1,7,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,,,
Molly,20000725,1,18,1,5,,1,0,1,0,0,0,0,6,5,0,0,0,0,0,0,3,11,0,4,,,
Molly,20000725,1,19,1,1.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,0,0,,,
Molly,20000725,1,20,1,2.3,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,,,
Molly,20000725,2,1,1,3,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,4,0,1,,,
Molly,20000725,2,2,1,5.6,,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,
Molly,20000725,2,3,1,0.9,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,1,,,
Molly,20000725,2,4,1,2.7,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,,,
Molly,20000725,2,5,1,5.7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,,,
Molly,20000725,2,6,1,12.4,,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,6,3,0,7,,,
Molly,20000725,2,7,1,8.9,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,,,
Molly,20000725,2,8,1,3.1,,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,10,5,0,6,,,
Molly,20000725,2,9,1,4.4,,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,3,0,1,,,
Molly,20000725,2,10,1,0,,,,,,,,,,,,,,,,,,,,,,,
Molly,20000725,2,11,1,7.4,,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,11,0,0,,,
Molly,20000725,2,12,1,9.2,,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,7,3,0,2,,,
Molly,20000725,2,13,1,6.4,,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,4,,,
Molly,20000725,2,14,1,4.8,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,5,0,1,,,
Molly,20000725,2,15,1,1.6,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,17,0,0,,,
Molly,20000725,2,16,1,5.7,,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,7,0,1,,,
Molly,20000725,2,17,1,10.7,,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,,,
Molly,20000725,2,18,1,3,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,2,,,
Molly,20000725,2,19,1,2.4,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,,,
Molly,20000725,2,20,1,9.4,,0,1,0,0,0,0,11,2,8,0,0,0,0,0,0,1,1,0,0,,,
Molly,20000725,4,1,1,2.2,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,6,0,4,,,
Molly,20000725,4,2,1,7,,0,1,1,3,0,0,0,3,0,0,0,0,0,0,0,4,2,0,2,,,
Molly,20000725,4,3,1,6.4,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,6,0,9,,,
Molly,20000725,4,4,1,7.4,,0,2,4,1,0,0,1,1,0,0,0,0,0,0,0,4,6,0,2,,,
Molly,20000725,4,5,1,1.5,,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,7,13,0,3,,,
Molly,20000725,4,6,1,4.2,,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,5,2,0,3,,,
Molly,20000725,4,7,1,6.2,,0,0,0,0,0,0,2,3,0,0,0,0,0,0,1,4,3,0,3,,,
Molly,20000725,4,8,1,2.1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,8,0,1,,,
Molly,20000725,4,9,1,3.8,,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,2,3,0,4,,,
Molly,20000725,4,10,1,12.2,,0,2,0,3,0,0,0,0,2,0,0,0,0,0,1,,4,0,3,,,
Molly,20000725,4,11,1,4.8,,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,3,6,0,1,,,
Molly,20000725,4,12,1,4.2,,0,3,2,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,4,,,
Molly,20000725,4,13,1,6.5,,0,11,0,0,0,0,0,2,3,0,0,1,0,0,0,2,2,0,2,,,
Molly,20000725,4,14,1,4,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,,,
Molly,20000725,4,15,1,3.1,,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,7,72,0,5,,,
Molly,20000725,4,16,1,0.4,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,2,,,
Molly,20000725,4,17,1,11,,0,7,1,1,0,0,6,1,1,0,0,1,0,0,0,0,0,0,7,,,
Molly,20000725,4,18,1,0.6,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,11,0,3,,,
Molly,20000725,4,19,1,4,,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,7,0,4,,,
Molly,20000725,4,20,1,5.8,,0,1,1,1,0,0,0,0,13,0,0,0,0,0,0,1,6,0,4,,,
Molly,20000725,4,16,2,0.9,,0,1,0,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,3,,,
Molly,20000725,4,14,2,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,,,
Molly,20000725,4,20,2,2.8,,0,1,6,1,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,,,
Molly,20000725,4,19,2,0,,,,,,,,,,,,,,,,,,,,,,,
Molly,20000725,4,18,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,
Molly,20000725,4,11,2,1.8,,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,
Molly,20000725,4,6,2,5.1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,,,
Molly,20000725,4,4,2,7.7,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,0,2,,,
Molly,20000725,4,9,2,0.6,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,,,
Molly,20000725,4,12,2,0.6,,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,,,,1,,,
Molly,20000725,4,13,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,,
Molly,20000725,4,5,2,17.1,,2,18,0,0,0,0,9,7,0,0,0,1,0,0,0,0,3,0,5,,,
Molly,20000725,4,8,2,0.4,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,3,,,
Molly,20000725,4,17,2,0,,,,,,,,,,,,,,,,,,,,,,,
Molly,20000802,1,1,1,3.6,,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,19,0,1,,,
Molly,20000802,1,2,1,2.2,,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,14,0,9,,,
Molly,20000802,1,3,1,7.4,,0,0,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,,,
Molly,20000802,1,4,1,4.4,,1,1,1,0,0,0,2,1,13,0,0,0,0,0,0,0,6,0,1,,,
Molly,20000802,1,5,1,3.2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,1,,,
Molly,20000802,1,6,1,0.6,,1,0,1,0,0,0,1,0,5,0,0,0,0,0,0,,,,0,,,
Molly,20000802,1,7,1,2.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,,,
Molly,20000802,1,8,1,13,,0,2,3,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,13,,,
Molly,20000802,1,9,1,1.8,,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,2,1,0,6,,,
Molly,20000802,1,10,1,13.6,,0,0,2,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,5,,,
Molly,20000802,1,11,1,26,,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,5,38,0,3,,,
Molly,20000802,1,12,1,4.6,,0,2,1,1,0,0,2,0,2,0,0,0,0,0,0,1,49,0,11,,,
Molly,20000802,1,13,1,,eaten,,,,,,,,,,,,,,,,,,,,,,
Molly,20000802,1,14,1,11.2,,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,18,0,7,,,
Molly,20000802,1,15,1,0.2,eaten,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,
Molly,20000802,1,16,1,2.3,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,6,0,5,,,
Molly,20000802,1,17,1,9.9,,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,,,
Molly,20000802,1,18,1,8.4,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,
Molly,20000802,1,19,1,0.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,
Molly,20000802,1,20,1,3.7,,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5,0,1,,,
Molly,20000802,2,1,1,3.2,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,11,0,0,,,
Molly,20000802,2,2,1,6.6,,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,,,
Molly,20000802,2,3,1,1.9,,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,3,0,1,,,
Molly,20000802,2,4,1,5.6,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,17,0,1,,,
Molly,20000802,2,5,1,7.4,,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,,,
Molly,20000802,2,6,1,19.6,,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,12,0,6,,,
Molly,20000802,2,7,1,13.2,,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,3,,,
Molly,20000802,2,8,1,4.6,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,2,,,
Molly,20000802,2,9,1,11.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2,,,
Molly,20000802,2,10,1,11.4,,0,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,7,0,2,,,
Molly,20000802,2,11,1,7.6,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,2,,,
Molly,20000802,2,12,1,6.7,,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,3,1,0,1,,,
Molly,20000802,2,13,1,8.2,,0,1,2,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,,,
Molly,20000802,2,14,1,6.6,,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,2,,,
Molly,20000802,2,15,1,1.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,,,
Molly,20000802,2,16,1,7.1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,,,
Molly,20000802,2,17,1,13.8,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,,,
Molly,20000802,2,18,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
Molly,20000802,2,19,1,3.2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,,,
Molly,20000802,2,20,1,16.5,,0,1,0,1,0,0,1,9,5,0,0,0,0,0,0,2,6,0,1,,,
Molly,20000802,3,1,1,7.8,,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,1,,,
Molly,20000802,3,2,1,17.2,,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,,,
Molly,20000802,3,3,1,4,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,,,
Molly,20000802,3,4,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,2,,,
Molly,20000802,3,5,1,3.2,hole,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
Molly,20000802,3,6,1,24.9,,2,0,0,1,0,4,1,1,1,0,0,1,0,0,0,0,9,0,1,,,
Molly,20000802,3,7,1,13.1,,0,2,0,0,0,2,6,1,0,0,0,0,0,0,0,0,2,0,1,,,
Molly,20000802,3,8,1,4.6,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,,,
Molly,20000802,3,9,1,10.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,200,2,,,
Molly,20000802,3,10,1,25.8,,0,1,1,4,0,9,1,3,0,0,0,0,0,0,0,0,2,0,3,,,
Molly,20000802,3,11,1,6.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,3,,,
Molly,20000802,3,12,1,17.8,,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,1,0,3,,,
Molly,20000802,3,13,1,2.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,,,
Molly,20000802,3,14,1,4.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,,,
Molly,20000802,3,15,1,3.9,,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,1,,,
Molly,20000802,3,16,1,11,,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,3,0,0,2,,,
Molly,20000802,3,17,1,7.6,,0,1,0,0,0,0,2,5,1,0,0,0,0,0,0,0,4,0,1,,,
Molly,20000802,3,18,1,4.1,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,1,,,
Molly,20000802,3,19,1,7.8,,0,2,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,,,
Molly,20000802,3,20,1,13.6,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,,,
Molly,20000802,4,8,1,2.4,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,,,
Molly,20000802,4,8,2,0.2,,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,,,,2,,,
Molly,20000802,4,7,1,11,,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,11,0,4,,,
Molly,20000802,4,2,1,10.8,,0,0,1,1,0,5,0,0,2,0,0,0,0,0,0,5,14,0,5,,,
Molly,20000802,4,2,2,4.8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,
Molly,20000802,4,14,1,4.5,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,47,0,3,,,
Molly,20000802,4,14,2,4.8,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,,,
Molly,20000802,4,14,3,1.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,,,
Molly,20000802,4,16,1,1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,38,0,0,,,
Molly,20000802,4,16,2,3.8,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14,0,5,,,
Molly,20000802,4,16,3,6.2,,0,33,0,0,0,0,0,0,6,0,0,0,0,0,0,3,15,0,2,,,
Molly,20000802,4,3,1,10,,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,2,25,0,4,,,
Molly,20000802,4,17,1,17.2,,0,1,5,1,0,0,0,3,1,0,0,0,0,0,0,0,3,0,7,,,
Molly,20000802,4,17,2,6.8,,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,,,
Molly,20000802,4,20,1,9.2,,0,0,2,0,0,0,0,1,6,0,0,1,0,0,0,0,4,0,2,,,
Molly,20000802,4,20,2,8.3,,0,1,5,1,0,0,0,0,5,0,0,2,0,0,0,0,13,0,4,,,
Molly,20000802,4,10,1,15.2,,0,0,2,0,0,0,0,4,2,0,0,0,0,0,1,1,7,0,5,,,
Molly,20000802,4,10,2,8.4,,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,,,
Molly,20000802,4,19,1,7.2,,3,2,2,0,0,0,1,8,1,0,0,0,0,0,0,0,14,0,5,,,
Molly,20000802,4,19,2,5.2,,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,3,,,
Molly,20000802,4,18,1,0.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,1,,,
Molly,20000802,4,18,2,2.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,,,
Molly,20000802,4,18,3,0,hole,,,,,,,,,,,,,,,,,,,,,,
Molly,20000802,4,11,1,6.6,,3,2,0,0,0,0,14,0,1,0,0,0,0,0,0,0,12,0,7,,,
Molly,20000802,4,11,2,6.5,,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,4,,,
Molly,20000802,4,15,1,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,1,,,
Molly,20000802,4,15,2,6.7,,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,,,
Molly,20000802,4,6,1,6.8,,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,13,0,10,,,
Molly,20000802,4,6,2,9.7,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,3,,,
Molly,20000802,4,4,1,,eaten,,,,,,,,,,,,,,,,,,,,,,
Molly,20000802,4,9,1,0.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,
Molly,20000802,4,9,2,1.5,,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,46,0,1,,,
Molly,20000802,4,12,1,4.7,,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,21,0,3,,,
Molly,20000802,4,12,2,2.8,,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,2,,,
Molly,20000802,4,13,1,11.6,,0,3,2,1,0,0,1,1,7,0,0,0,0,0,0,0,2,0,6,,,
Molly,20000802,4,13,2,1.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,,
Molly,20000802,4,13,3,5.2,,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,0,3,,,
Molly,20000802,4,1,1,4.3,,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,15,400,6,,,
Molly,20000802,4,1,2,0.2,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,,,
Molly,20000802,4,5,1,2.2,,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,29,0,3,,,
Molly,20000802,4,5,2,24.8,,2,6,13,3,0,2,0,0,0,0,0,0,0,0,0,0,7,0,4,,,
Molly,20000802,4,5,3,22,,0,0,0,7,0,0,1,4,0,0,0,0,0,0,0,0,1,0,6,,,
Molly,20000808,1,1,1,2.8,,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,19,0,1,,,
Molly,20000808,1,2,1,1,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,16,0,0,,,
Molly,20000808,1,3,1,5.5,,0,1,0,0,0,4,7,2,0,0,0,0,0,0,0,0,1,0,3,,,
Molly,20000808,1,4,1,5.1,,0,2,1,1,0,0,1,6,1,0,0,0,0,0,0,1,8,0,1,,,
Molly,20000808,1,5,1,4.5,damaged,0,0,0,0,0,4,1,1,1,0,0,0,0,0,0,0,7,0,1,,,
Molly,20000808,1,6,1,1.2,,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,,,
Molly,20000808,1,7,1,1.6,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,,,
Molly,20000808,1,8,1,11.2,,2,0,3,0,0,2,2,8,1,0,0,0,0,0,0,0,1,0,5,,,
Molly,20000808,1,9,1,4.2,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,2,,,
Molly,20000808,1,10,1,15.2,,1,3,3,0,0,0,4,5,3,0,0,0,0,0,0,0,41,0,7,,,
Molly,20000808,1,11,1,25.6,,2,1,0,0,0,1,1,2,4,0,0,0,0,0,0,1,7,0,12,,,
Molly,20000808,1,12,1,4.3,damaged,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,68,0,0,,,
Molly,20000808,1,13,1,,eaten,,,,,,,,,,,,,,,,,,,,,,
Molly,20000808,1,14,1,11.2,,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,0,6,0,5,,,
Molly,20000808,1,15,1,0.2,damaged,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,1,,,
Molly,20000808,1,16,1,1.8,,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,4,,,
Molly,20000808,1,17,1,8.7,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,,
Molly,20000808,1,18,1,8,,0,1,1,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,3,,,
Molly,20000808,1,19,1,1.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,6,,,
Molly,20000808,1,20,1,3.4,,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,9,0,3,,,
Molly,20000808,2,1,1,3.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,
Molly,20000808,2,2,1,5.4,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,,,
Molly,20000808,2,3,1,1,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,200,0,,,
Molly,20000808,2,4,1,4.8,,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,1,0,3,,,
Molly,20000808,2,5,1,5.6,,0,1,1,0,0,3,9,0,0,0,0,0,0,0,0,0,14,0,1,,,
Molly,20000808,2,6,1,20.5,,1,1,2,0,0,2,13,1,0,0,0,0,0,0,0,1,12,0,1,,,
Molly,20000808,2,7,1,10.6,,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,6,0,1,,,
Molly,20000808,2,8,1,,eaten,,,,,,,,,,,,,,,,,,,,,,
Molly,20000808,2,9,1,10.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,
Molly,20000808,2,10,1,17,,1,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0,11,0,2,,,
Molly,20000808,2,11,1,6.2,,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,18,0,3,,,
Molly,20000808,2,12,1,10.8,,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,2,,,
Molly,20000808,2,13,1,7.4,,0,0,4,0,0,0,2,0,1,0,0,0,0,0,0,0,8,0,1,,,
Molly,20000808,2,14,1,6.2,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,,,
Molly,20000808,2,15,1,2.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,,
Molly,20000808,2,16,1,6.2,,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,,
Molly,20000808,2,17,1,13.2,,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,2,,,
Molly,20000808,2,18,1,1.1,damaged,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,,
Molly,20000808,2,19,1,2.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,,,
Molly,20000808,2,20,1,18.4,,0,3,1,1,0,2,8,4,1,0,0,0,0,0,0,0,4,0,2,,,
Molly,20000808,3,1,1,7.2,,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,6,100,0,,,
Molly,20000808,3,2,1,20.2,,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,,,
Molly,20000808,3,3,1,3,,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,1,,,
Molly,20000808,3,4,1,5.8,damaged,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,5,0,4,,,
Molly,20000808,3,5,1,2.2,damaged,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,,,
Molly,20000808,3,6,1,26,,0,4,3,1,0,21,2,1,1,0,0,0,0,0,0,0,4,0,2,,,
Molly,20000808,3,7,1,13.6,,0,0,1,0,0,7,2,8,0,0,0,0,0,0,0,0,7,0,1,,,
Molly,20000808,3,8,1,3,damaged,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,10,0,1,,,
Molly,20000808,3,9,1,9.6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,200,7,,,
Molly,20000808,3,10,1,22.5,,1,1,1,0,0,16,2,0,0,0,0,0,0,0,0,0,2,0,1,,,
Molly,20000808,3,11,1,0.5,,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,0,,,
Molly,20000808,3,12,1,16.6,,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,1,,,
Molly,20000808,3,13,1,2.2,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,,
Molly,20000808,3,14,1,1.4,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20,0,1,,,
Molly,20000808,3,15,1,3.5,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,,,
Molly,20000808,3,16,1,9.4,,0,2,0,0,0,3,0,6,3,0,0,0,0,0,0,2,0,0,1,,,
Molly,20000808,3,17,1,7.4,,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,9,0,2,,,
Molly,20000808,3,18,1,3.8,,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,,,
Molly,20000808,3,19,1,10,,0,1,0,0,0,9,0,2,0,0,0,0,0,0,0,0,3,0,1,,,
Molly,20000808,3,20,1,13.6,,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,0,0,,,
Molly,20000808,4,1,1,4.6,,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,4,400,2,,,
Molly,20000808,4,2,1,11.3,,1,0,2,1,0,7,28,0,0,0,0,1,0,0,0,0,8,0,2,,,
Molly,20000808,4,3,1,8.4,,0,1,1,0,0,1,2,5,1,0,0,0,0,1,0,0,9,0,1,,,
Molly,20000808,4,4,1,,eaten,,,,,,,,,,,,,,,,,,,,,,
Molly,20000808,4,5,1,2.5,,0,0,0,0,0,0,2,6,8,0,0,0,0,0,0,0,69,0,2,,,
